Contract Address,Risky Mutable Proxy,ERC-721 Re-entrancy,Unlimited Minting,Missing Requirements,Public Burn
0xee09dbc2443ff7f66e610006e60b7bea88609206,0,0,0,0,0
0x2de55a5e7c97a7d810e1e0e90b2c6da6188479ee,0,0,0,0,0
0x4008fdc922707ac8dbe3be4d7ae918dbde3aa7ee,0,0,0,0,0
0x6161f69836ab91a79Eb8E46a2D26cc193E179E24,0,0,0,0,0
0x2b415e491ffa63d3cef7d769821f62b77a062fee,0,0,0,0,0
0xd3f1ae6e640c75edbf5eed18301f12c1488c6fb8,0,0,0,0,0
0x19e78eeb9905f50fd2dcd516838e7fa00602c646,0,0,0,0,0
0x59c37870950861ee54c9c2e0c4a7b249db82bfa2,0,0,0,0,0
0xd623a5553917e2f41d6434d4326be50fc3908e42,0,0,0,0,0
0x2d03dc4ffdaa6c1494ccff061f133d7aa67a6765,0,0,0,0,0
0x1FD9A467bBa7331018EefFa2BafD34Ba2ffa9C0E,0,0,0,0,0
0x174be2a7e44072df43e6df78e11deeb48227c500,0,0,0,0,0
0x9533f0d097f98c6786ff0596a3e418b397ae995c,0,0,0,0,0
0xf907cbaadc21f20f33606837a147499f6d1fa2c5,0,0,0,0,0
0x15c02a63950e9d4e097ece835e0c1214d058e607,0,0,0,0,0
0x542267d7802dd7b59bee57de8908463173f5ca23,0,0,0,0,0
0xb80a3bc8a651e074164611afea6f9de056489d4c,0,0,0,0,0
0xf9806f3f6216ee7bea7a76d8b0f29202b4ada2c9,0,0,0,0,0
0x821d75EE03cdf8D1e93aFAd90E418d5c56A019dC,0,0,0,0,0
0x38e71d8c377e6e13d70d4100f76826ecc3454f2f,0,0,0,0,0
0xf45a8542d66efedbf663316feb5a5e1ce61d4508,0,0,0,0,0
0xefb4f583b2b6f0e8c658dd7675e356d8a30ac7ff,0,0,0,0,0
0x344ef945c80ecf1d0f9c1f8b368e260f5320bae8,0,0,0,0,0
0xac7028bc1ad87183d222ae914bd78eaefbc1bdff,0,0,0,0,0
0xcda611390003cf90caca136836300ce521c5f08b,0,0,0,0,0
0xf9da0bae269e491a91f1d87297edd5079da936fe,0,0,0,0,0
0xf192e64941d63f288312df82b1f50af810db899d,0,0,0,0,0
0x1a699a3a75ca11f5fa7bde5e7c8c08aa79a11f96,0,0,0,0,0
0x5e56ae2c7b73ccea81a7409744a5ec7e55728f3d,0,0,0,0,0
0x63cb3f00c79276134b0c473386aca7780174578b,0,0,0,0,0
0x26E3412Fd6979f911A0D494d1E616AF6Aacd4f4E,0,0,0,0,0
0x7350271594848ab8c0371ef4afeef199c69c3e05,0,0,0,0,0
0x52f16E3924F89CDda35906C012649E907ff48782,0,1,0,0,0
0x246ac0777bdfa55e87bba92d2a22e799a48007d5,0,0,0,0,0
0x3CC2E70A24D116E939FB101d84Af40Bb5BbD4c53,0,0,0,0,0
0x98cf4459feac3183a1f7af568394abfd244c8c04,0,0,0,0,0
0xe7e58452708b5abd240c6b920f8863948478c1e6,0,0,0,0,0
0x13e022d4b0637a7ee42cb5278afa8a5d6b14813b,0,0,0,0,0
0x6d81b6b922c427c316628cfe27885156594e715d,0,0,0,0,0
0xe614fbd03d58a60fd9418d4ab5eb5ec6c001415f,0,0,0,0,0
0xf9b8da9811d6f67e31e26e64dcfa134d46cd10d6,0,0,0,0,0
0x8653A3BF93Cff089Bb51172Ee388656886Db0Fd7,0,0,0,0,0
0x9ced32c499dc58f6d6f24f36041cf2c7afd28620,0,1,0,0,0
0xca0ff6333fc6ef237e0eb9396879d342d7cf31d7,0,0,0,0,0
0x1a564be1c4be76bb9b4cd56f00a34121bf241d7c,0,0,0,0,0
0x7de239a601be3f77eca913ca3289c67fa5955687,0,1,0,0,0
0x0866f2af4cf0b601a1a2c4ebd56cbb954a1cf004,0,0,0,0,0
0x4ae6ca23ead67b714bd71195c2c3b71861c7aa8a,0,0,0,0,0
0x9fc1fd992009a98068b10f317d30fa63148ff425,0,1,0,0,0
0x67657b5661591adf9ce8d69fb1bfa0091705b23d,0,0,0,0,0
0x6cb1480011198f005e7729bf72b03246a6abd03b,0,0,0,0,0
0xf340739d67b835f6aad1c5e1f6e2c618d1607b96,0,0,0,0,0
0xf1a2959d0b1dd05da894e57ce85df03ec609c5be,0,0,0,0,0
0x0d99ab75fbe59bcc808b0ca72c05b70de8aef3b9,0,0,0,0,0
0xef8b72f8923c11dbdf754b8d0ca84b0963c1315c,0,0,0,0,0
0x76df9fe058beb9a12b327ecd25324025a32ef54e,0,0,0,0,0
0x9c13f813f3b34610446a9ec089919a8747a5af99,0,0,0,0,0
