Contract Address,Risky Mutable Proxy,ERC-721 Re-entrancy,Unlimited Minting,Missing Requirements,Public Burn
D00D1e06a2680E02919f4F5c5EC5dC45d67bB0b5,0,0,0,0,0
8c38D2b4576B23AC11435011BAa5e0Ed17447e87,0,0,0,0,0
92ce4274230AC9bbd89a48b799579A4EeAe7d0E8,0,0,0,0,0
2D304c03E5FCB7E60491a7df4F59DF6b0B888685,0,0,0,0,0
76afa2d6670df3892da9e64c0b9db0ec3867522d,0,0,0,0,0
f92d5ac70e1cf12c5bd249627db4c3240482e1ba,0,0,0,0,0
adc601fede9b340eecebde11262803fafade05b9,0,0,0,0,0
F1D5FC94A3cA88644E0D05195fbb2db1E60B9e75,0,0,0,0,0
d4f94790e28040ffd90379322aa515e6b714c7b6,0,0,0,0,0
70a9203f48f47d0209a9937152fe7f174fead21d,0,0,0,0,0
563f35b8d1e6d428eb05e839baa84b5b91edb06d,0,0,0,0,0
d2e6cd80801091a0dc37e81a7df48ebac56b861a,0,0,0,0,0
0ef98ea2fa00efc0c05795c0e5863e1e647ae2ee,0,0,0,0,0
a6ecae58787f5e9e81398fdd279c2bee7879f347,0,0,0,0,0
7c10d95BB129291c8aFF793695F3A68a5698Eb77,0,0,0,0,0
1fb94559bae9d113b53bd5e0f55782a250a340a9,0,0,0,0,0
f9746E79464045FA7557C8b23BC2C08593638776,0,0,0,0,0
bDdbbF1c358A29634368B5237c3975E9708dcf18,0,0,0,0,0
630f9ff82f82a68671df290ffaec2d767df77a07,0,0,0,0,0
6f82a2788109cf7ad049e637d6f9fd0e78b53c1f,0,0,0,0,0
Total,0,5,0,0,0
